Date,Adj Close,Close,High,Low,Open,Volume
2023-07-14,68.44999694824219,68.44999694824219,71.43000030517578,68.41999816894531,70.61000061035156,12088500
2023-07-17,68.68000030517578,68.68000030517578,69.88999938964844,67.87000274658203,68.5999984741211,9671300
2023-07-18,67.26000213623047,67.26000213623047,68.45999908447266,65.25,68.45999908447266,14982000
2023-07-19,68.2300033569336,68.2300033569336,69.12999725341797,67.41000366210938,67.87999725341797,9139300
2023-07-20,65.44000244140625,65.44000244140625,68.26799774169922,65.0250015258789,67.2699966430664,10732300
2023-07-21,65.56999969482422,65.56999969482422,66.63500213623047,65.19000244140625,66.26000213623047,7394600
2023-07-24,66.16999816894531,66.16999816894531,67.69999694824219,65.51000213623047,67.0,10457300
2023-07-25,64.98999786376953,64.98999786376953,66.4800033569336,64.85399627685547,65.91000366210938,8531200
2023-07-26,64.68000030517578,64.68000030517578,65.9000015258789,63.90999984741211,64.5,8663000
2023-07-27,63.959999084472656,63.959999084472656,67.79000091552734,63.525001525878906,66.31999969482422,12823800
2023-07-28,66.04000091552734,66.04000091552734,66.26000213623047,64.87000274658203,65.01000213623047,7783200
2023-07-31,67.58000183105469,67.58000183105469,68.30999755859375,66.76000213623047,66.94999694824219,9079000
2023-08-01,67.44999694824219,67.44999694824219,67.63999938964844,65.58999633789062,66.7699966430664,9900400
2023-08-02,62.43000030517578,62.43000030517578,66.18099975585938,61.9900016784668,65.63999938964844,25987400
2023-08-03,59.040000915527344,59.040000915527344,64.25,58.33000183105469,61.880001068115234,35450300
2023-08-04,57.93000030517578,57.93000030517578,61.18000030517578,57.66999816894531,60.25,17041900
2023-08-07,57.56999969482422,57.56999969482422,58.058998107910156,56.5099983215332,57.61000061035156,10887400
2023-08-08,56.189998626708984,56.189998626708984,57.310001373291016,55.72999954223633,56.45000076293945,12202300
2023-08-09,55.20000076293945,55.20000076293945,57.064998626708984,55.09000015258789,56.099998474121094,9709000
2023-08-10,56.470001220703125,56.470001220703125,57.20000076293945,55.380001068115234,56.29999923706055,11696400
2023-08-11,55.27000045776367,55.27000045776367,55.94200134277344,54.709999084472656,55.59000015258789,8671900
2023-08-14,55.97999954223633,55.97999954223633,55.9900016784668,54.37699890136719,54.540000915527344,6531000
2023-08-15,55.34000015258789,55.34000015258789,56.20000076293945,54.77000045776367,55.689998626708984,9741000
2023-08-16,55.34000015258789,55.34000015258789,55.94499969482422,54.349998474121094,55.15999984741211,8530700
2023-08-17,53.220001220703125,53.220001220703125,55.970001220703125,52.775001525878906,55.689998626708984,13873200
2023-08-18,53.13999938964844,53.13999938964844,53.25,51.20000076293945,51.470001220703125,12142800
2023-08-21,53.93000030517578,53.93000030517578,54.27000045776367,52.89899826049805,53.40999984741211,7606800
2023-08-22,53.959999084472656,53.959999084472656,55.084999084472656,53.84000015258789,54.70000076293945,6627500
2023-08-23,56.72999954223633,56.72999954223633,57.005001068115234,54.11000061035156,54.189998626708984,13232000
2023-08-24,55.459999084472656,55.459999084472656,57.16999816894531,54.93199920654297,57.099998474121094,8956200
2023-08-25,55.540000915527344,55.540000915527344,56.63999938964844,54.06800079345703,55.43000030517578,8956000
2023-08-28,56.310001373291016,56.310001373291016,56.724998474121094,55.75,56.2400016784668,7511900
2023-08-29,58.79999923706055,58.79999923706055,59.14899826049805,56.0099983215332,56.279998779296875,9897800
2023-08-30,60.0099983215332,60.0099983215332,60.02899932861328,58.369998931884766,58.59000015258789,7972400
2023-08-31,66.48999786376953,66.48999786376953,66.8499984741211,63.279998779296875,64.70999908447266,30505800
2023-09-01,66.70999908447266,66.70999908447266,67.5999984741211,65.88999938964844,66.68000030517578,13840600
2023-09-05,65.80000305175781,65.80000305175781,66.48999786376953,65.2699966430664,66.23999786376953,8858400
2023-09-06,65.81999969482422,65.81999969482422,66.26000213623047,65.0,65.04000091552734,8222700
2023-09-07,64.77999877929688,64.77999877929688,65.70999908447266,63.57099914550781,64.76000213623047,8711900
2023-09-08,63.0099983215332,63.0099983215332,64.82499694824219,62.78499984741211,64.33999633789062,9043500
2023-09-11,64.55999755859375,64.55999755859375,64.76000213623047,62.810001373291016,63.38999938964844,7924300
2023-09-12,62.93000030517578,62.93000030517578,64.91999816894531,62.90999984741211,63.72999954223633,7179900
2023-09-13,62.619998931884766,62.619998931884766,63.2599983215332,61.72200012207031,62.34000015258789,6920300
2023-09-14,63.400001525878906,63.400001525878906,63.8380012512207,62.650001525878906,63.08000183105469,7116800
2023-09-15,62.380001068115234,62.380001068115234,63.4900016784668,61.91999816894531,63.310001373291016,8571100
2023-09-18,59.5,59.5,62.41999816894531,59.37099838256836,62.040000915527344,11516400
2023-09-19,58.33000183105469,58.33000183105469,59.22999954223633,56.880001068115234,59.16999816894531,13471600
2023-09-20,56.970001220703125,56.970001220703125,58.70000076293945,56.834999084472656,58.619998931884766,8228600
2023-09-21,53.70000076293945,53.70000076293945,55.9900016784668,53.68000030517578,55.369998931884766,11303200
